,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
9035,2023-580,Australian Open,Hard,128.0,G,2023-01-16,196,106415,31.0,,Yoshihito Nishioka,L,170.0,JPN,27.3,111456,,,Mackenzie Mcdonald,R,178.0,USA,27.7,7-6(6) 6-3 6-2,5,R32,145.0,3.0,4.0,95.0,60.0,43.0,18.0,15.0,4.0,6.0,7.0,6.0,115.0,70.0,46.0,16.0,14.0,10.0,16.0,33.0,1212.0,65.0,775.0
9036,2023-580,Australian Open,Hard,128.0,G,2023-01-16,197,111575,18.0,,Karen Khachanov,R,198.0,RUS,26.6,126207,16.0,,Frances Tiafoe,R,188.0,USA,24.9,6-3 6-4 3-6 7-6(9),5,R32,212.0,20.0,4.0,157.0,100.0,70.0,31.0,20.0,11.0,14.0,15.0,5.0,138.0,77.0,56.0,31.0,20.0,6.0,10.0,20.0,1885.0,17.0,2260.0
9037,2023-580,Australian Open,Hard,128.0,G,2023-01-16,198,128034,10.0,,Hubert Hurkacz,R,196.0,POL,25.9,133430,20.0,,Denis Shapovalov,L,185.0,CAN,23.7,7-6(3) 6-4 1-6 4-6 6-3,5,R32,217.0,16.0,6.0,158.0,104.0,80.0,17.0,24.0,12.0,19.0,20.0,16.0,168.0,92.0,65.0,34.0,24.0,10.0,16.0,11.0,2860.0,22.0,1830.0
9038,2023-580,Australian Open,Hard,128.0,G,2023-01-16,199,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106421,7.0,,Daniil Medvedev,R,198.0,RUS,26.9,7-6(7) 6-3 7-6(4),5,R32,179.0,3.0,5.0,118.0,74.0,53.0,19.0,17.0,2.0,6.0,9.0,3.0,122.0,78.0,52.0,19.0,16.0,5.0,10.0,31.0,1325.0,8.0,3860.0
9039,2023-580,Australian Open,Hard,128.0,G,2023-01-16,200,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,6-2 7-6(5) 6-3,5,R32,126.0,7.0,5.0,84.0,54.0,44.0,20.0,15.0,1.0,1.0,6.0,2.0,97.0,62.0,41.0,18.0,14.0,4.0,7.0,4.0,5715.0,63.0,789.0
9040,2023-580,Australian Open,Hard,128.0,G,2023-01-16,201,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,105916,,,Marton Fucsovics,R,188.0,HUN,30.9,4-6 4-6 6-1 6-2 6-0,5,R32,213.0,6.0,5.0,135.0,80.0,57.0,25.0,21.0,7.0,12.0,3.0,4.0,118.0,85.0,45.0,14.0,20.0,4.0,14.0,16.0,2375.0,78.0,687.0
9041,2023-580,Australian Open,Hard,128.0,G,2023-01-16,202,208103,,,Jiri Lehecka,R,185.0,CZE,21.1,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,6-7(8) 6-3 3-6 6-1 6-4,5,R32,192.0,8.0,2.0,137.0,84.0,63.0,33.0,24.0,7.0,10.0,5.0,7.0,143.0,86.0,58.0,30.0,23.0,5.0,11.0,71.0,717.0,12.0,2680.0
9042,2023-580,Australian Open,Hard,128.0,G,2023-01-16,203,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,202103,28.0,,Francisco Cerundolo,R,185.0,ARG,24.4,6-1 3-6 6-1 6-4,5,R32,155.0,9.0,5.0,93.0,60.0,51.0,15.0,17.0,4.0,6.0,3.0,3.0,107.0,72.0,43.0,15.0,16.0,14.0,20.0,7.0,3895.0,29.0,1383.0
9043,2023-580,Australian Open,Hard,128.0,G,2023-01-16,204,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,105554,25.0,,Daniel Evans,R,175.0,GBR,32.6,6-4 6-2 6-3,5,R32,129.0,10.0,1.0,81.0,51.0,41.0,20.0,14.0,4.0,4.0,3.0,3.0,97.0,67.0,43.0,13.0,13.0,11.0,15.0,6.0,3930.0,30.0,1380.0
9044,2023-580,Australian Open,Hard,128.0,G,2023-01-16,205,208029,9.0,,Holger Rune,R,188.0,DEN,19.7,200005,,,Ugo Humbert,L,188.0,FRA,24.5,6-4 6-2 7-6(5),5,R32,129.0,5.0,2.0,91.0,61.0,50.0,15.0,15.0,2.0,3.0,9.0,2.0,91.0,60.0,40.0,16.0,15.0,3.0,7.0,10.0,2876.0,106.0,523.0
9045,2023-580,Australian Open,Hard,128.0,G,2023-01-16,206,200282,22.0,,Alex De Minaur,R,183.0,AUS,23.9,126127,,,Benjamin Bonzi,R,183.0,FRA,26.6,7-6(0) 6-2 6-1,5,R32,128.0,8.0,4.0,74.0,39.0,31.0,20.0,14.0,3.0,6.0,6.0,2.0,111.0,70.0,37.0,17.0,13.0,15.0,22.0,24.0,1710.0,48.0,911.0
9046,2023-580,Australian Open,Hard,128.0,G,2023-01-16,207,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,105777,27.0,,Grigor Dimitrov,R,191.0,BUL,31.6,7-6(7) 6-3 6-4,5,R32,187.0,11.0,2.0,112.0,81.0,60.0,13.0,16.0,5.0,8.0,15.0,4.0,116.0,69.0,47.0,19.0,15.0,7.0,12.0,5.0,5070.0,28.0,1395.0
9047,2023-580,Australian Open,Hard,128.0,G,2023-01-16,208,210097,,,Ben Shelton,L,193.0,USA,20.2,200615,,WC,Alexei Popyrin,R,196.0,AUS,23.4,6-3 7-6(4) 6-4,5,R32,120.0,12.0,3.0,92.0,60.0,52.0,21.0,16.0,4.0,4.0,14.0,1.0,92.0,70.0,51.0,11.0,15.0,6.0,8.0,89.0,604.0,113.0,506.0
9048,2023-580,Australian Open,Hard,128.0,G,2023-01-16,209,200670,,,J J Wolf,R,183.0,USA,24.0,111581,,LL,Michael Mmoh,R,188.0,USA,25.0,6-4 6-1 6-2,5,R32,123.0,10.0,3.0,82.0,48.0,36.0,21.0,13.0,4.0,5.0,6.0,3.0,67.0,40.0,22.0,13.0,12.0,2.0,8.0,67.0,758.0,107.0,523.0
9049,2023-580,Australian Open,Hard,128.0,G,2023-01-16,210,105138,24.0,,Roberto Bautista Agut,R,183.0,ESP,34.7,104918,,,Andy Murray,R,191.0,GBR,35.6,6-1 6-7(7) 6-3 6-4,5,R32,209.0,5.0,1.0,108.0,80.0,63.0,19.0,19.0,0.0,2.0,7.0,5.0,137.0,82.0,50.0,27.0,19.0,8.0,14.0,25.0,1675.0,66.0,770.0
9050,2023-580,Australian Open,Hard,128.0,G,2023-01-16,211,126205,,,Tommy Paul,R,185.0,USA,25.6,202385,,,Jenson Brooksby,R,188.0,USA,22.2,6-1 6-4 6-3,5,R32,128.0,7.0,2.0,78.0,46.0,37.0,19.0,13.0,4.0,4.0,2.0,4.0,98.0,61.0,37.0,16.0,13.0,9.0,14.0,35.0,1160.0,39.0,1010.0
9051,2023-580,Australian Open,Hard,128.0,G,2023-01-16,212,111575,18.0,,Karen Khachanov,R,198.0,RUS,26.6,106415,31.0,,Yoshihito Nishioka,L,170.0,JPN,27.3,6-0 6-0 7-6(4),5,R16,118.0,15.0,2.0,78.0,46.0,43.0,14.0,12.0,3.0,4.0,1.0,3.0,70.0,42.0,18.0,14.0,12.0,3.0,10.0,20.0,1885.0,33.0,1212.0
9052,2023-580,Australian Open,Hard,128.0,G,2023-01-16,213,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,128034,10.0,,Hubert Hurkacz,R,196.0,POL,25.9,3-6 6-3 6-2 1-6 7-6(7),5,R16,208.0,8.0,5.0,149.0,87.0,65.0,33.0,23.0,7.0,10.0,19.0,3.0,141.0,88.0,66.0,27.0,22.0,6.0,9.0,31.0,1325.0,11.0,2860.0
9053,2023-580,Australian Open,Hard,128.0,G,2023-01-16,214,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,6-4 6-4 3-6 4-6 6-3,5,R16,240.0,12.0,3.0,169.0,121.0,81.0,26.0,24.0,22.0,26.0,11.0,3.0,136.0,92.0,66.0,23.0,24.0,6.0,11.0,4.0,5715.0,16.0,2375.0
9054,2023-580,Australian Open,Hard,128.0,G,2023-01-16,215,208103,,,Jiri Lehecka,R,185.0,CZE,21.1,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.4,4-6 6-3 7-6(2) 7-6(3),5,R16,193.0,9.0,3.0,125.0,86.0,71.0,25.0,22.0,2.0,3.0,20.0,7.0,130.0,84.0,69.0,22.0,21.0,3.0,4.0,71.0,717.0,7.0,3895.0
9055,2023-580,Australian Open,Hard,128.0,G,2023-01-16,216,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,208029,9.0,,Holger Rune,R,188.0,DEN,19.7,6-3 3-6 6-3 4-6 7-6(9),5,R16,217.0,22.0,4.0,162.0,105.0,77.0,27.0,25.0,12.0,17.0,8.0,12.0,164.0,92.0,63.0,37.0,24.0,8.0,13.0,6.0,3930.0,10.0,2876.0
9056,2023-580,Australian Open,Hard,128.0,G,2023-01-16,217,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,200282,22.0,,Alex De Minaur,R,183.0,AUS,23.9,6-2 6-1 6-2,5,R16,126.0,4.0,3.0,68.0,44.0,33.0,16.0,12.0,0.0,0.0,3.0,2.0,82.0,50.0,26.0,14.0,11.0,6.0,12.0,5.0,5070.0,24.0,1710.0
9057,2023-580,Australian Open,Hard,128.0,G,2023-01-16,218,210097,,,Ben Shelton,L,193.0,USA,20.2,200670,,,J J Wolf,R,183.0,USA,24.0,6-7(5) 6-2 6-7(4) 7-6(4) 6-2,5,R16,227.0,23.0,1.0,158.0,107.0,88.0,35.0,26.0,2.0,2.0,19.0,2.0,162.0,105.0,84.0,30.0,26.0,5.0,9.0,89.0,604.0,67.0,758.0
9058,2023-580,Australian Open,Hard,128.0,G,2023-01-16,219,126205,,,Tommy Paul,R,185.0,USA,25.6,105138,24.0,,Roberto Bautista Agut,R,183.0,ESP,34.7,6-2 4-6 6-2 7-5,5,R16,199.0,11.0,1.0,126.0,76.0,54.0,28.0,19.0,8.0,10.0,2.0,3.0,127.0,83.0,51.0,23.0,19.0,9.0,15.0,35.0,1160.0,25.0,1675.0
9059,2023-580,Australian Open,Hard,128.0,G,2023-01-16,220,111575,18.0,,Karen Khachanov,R,198.0,RUS,26.6,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,7-6(5) 6-3 3-0 RET,5,QF,110.0,12.0,0.0,75.0,50.0,40.0,13.0,12.0,2.0,3.0,4.0,2.0,76.0,49.0,30.0,13.0,12.0,6.0,10.0,20.0,1885.0,31.0,1325.0
9060,2023-580,Australian Open,Hard,128.0,G,2023-01-16,221,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,208103,,,Jiri Lehecka,R,185.0,CZE,21.1,6-3 7-6(2) 6-4,5,QF,137.0,9.0,2.0,100.0,66.0,53.0,22.0,16.0,8.0,8.0,7.0,4.0,97.0,62.0,49.0,15.0,15.0,4.0,6.0,4.0,5715.0,71.0,717.0
9061,2023-580,Australian Open,Hard,128.0,G,2023-01-16,222,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.2,6-1 6-2 6-4,5,QF,123.0,14.0,5.0,88.0,56.0,45.0,16.0,13.0,5.0,5.0,6.0,3.0,92.0,64.0,39.0,9.0,12.0,9.0,14.0,5.0,5070.0,6.0,3930.0
9062,2023-580,Australian Open,Hard,128.0,G,2023-01-16,223,126205,,,Tommy Paul,R,185.0,USA,25.6,210097,,,Ben Shelton,L,193.0,USA,20.2,7-6(6) 6-3 5-7 6-4,5,QF,186.0,7.0,3.0,117.0,77.0,66.0,27.0,22.0,2.0,4.0,24.0,6.0,162.0,94.0,71.0,32.0,21.0,12.0,15.0,35.0,1160.0,89.0,604.0
9063,2023-580,Australian Open,Hard,128.0,G,2023-01-16,224,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111575,18.0,,Karen Khachanov,R,198.0,RUS,26.6,7-6(2) 6-4 6-7(6) 6-3,5,SF,201.0,18.0,5.0,129.0,82.0,69.0,25.0,22.0,1.0,4.0,10.0,1.0,139.0,94.0,62.0,26.0,21.0,7.0,12.0,4.0,5715.0,20.0,1885.0
9064,2023-580,Australian Open,Hard,128.0,G,2023-01-16,225,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,126205,,,Tommy Paul,R,185.0,USA,25.6,7-5 6-1 6-2,5,SF,140.0,12.0,5.0,91.0,53.0,40.0,21.0,14.0,7.0,9.0,4.0,0.0,77.0,45.0,24.0,14.0,13.0,4.0,11.0,5.0,5070.0,35.0,1160.0
9065,2023-580,Australian Open,Hard,128.0,G,2023-01-16,226,104925,4.0,,Novak Djokovic,R,188.0,SRB,35.6,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,6-3 7-6(4) 7-6(5),5,F,176.0,7.0,3.0,100.0,66.0,54.0,21.0,17.0,2.0,3.0,15.0,3.0,106.0,69.0,50.0,19.0,16.0,3.0,5.0,5.0,5070.0,4.0,5715.0
11927,2022-580,Australian Open,Hard,128.0,G,2022-01-17,100,200175,,,Miomir Kecmanovic,R,183.0,SRB,22.3,106099,,LL,Salvatore Caruso,R,185.0,ITA,29.0,6-4 6-2 6-1,5,R128,116.0,4.0,2.0,72.0,46.0,33.0,15.0,13.0,1.0,3.0,3.0,5.0,83.0,41.0,25.0,12.0,12.0,7.0,15.0,77.0,836.0,146.0,458.0
11928,2022-580,Australian Open,Hard,128.0,G,2022-01-17,101,126205,,,Tommy Paul,R,185.0,USA,24.6,105062,,Q,Mikhail Kukushkin,R,183.0,KAZ,34.0,6-3 6-4 6-2,5,R128,99.0,9.0,5.0,84.0,50.0,42.0,17.0,14.0,2.0,3.0,3.0,2.0,79.0,56.0,33.0,12.0,13.0,5.0,10.0,41.0,1317.0,180.0,362.0
11929,2022-580,Australian Open,Hard,128.0,G,2022-01-17,102,106214,,,Oscar Otte,R,193.0,GER,28.5,202358,,WC,Chun Hsin Tseng,R,175.0,TPE,20.4,6-4 6-3 6-2,5,R128,110.0,9.0,5.0,84.0,51.0,42.0,12.0,14.0,7.0,10.0,0.0,4.0,88.0,42.0,23.0,21.0,13.0,6.0,13.0,96.0,748.0,190.0,348.0
11930,2022-580,Australian Open,Hard,128.0,G,2022-01-17,103,132283,25.0,,Lorenzo Sonego,R,191.0,ITA,26.6,105023,,,Sam Querrey,R,198.0,USA,34.2,7-5 6-3 6-3,5,R128,134.0,10.0,3.0,107.0,81.0,58.0,16.0,15.0,9.0,9.0,2.0,2.0,108.0,69.0,51.0,13.0,15.0,8.0,12.0,26.0,1860.0,110.0,685.0
11931,2022-580,Australian Open,Hard,128.0,G,2022-01-17,104,104792,17.0,,Gael Monfils,R,193.0,FRA,35.3,105948,,,Federico Coria,R,180.0,ARG,29.8,6-1 6-1 6-3,5,R128,95.0,11.0,2.0,73.0,42.0,34.0,17.0,12.0,6.0,6.0,2.0,3.0,70.0,43.0,24.0,11.0,11.0,4.0,10.0,20.0,2373.0,64.0,976.0
11932,2022-580,Australian Open,Hard,128.0,G,2022-01-17,105,122330,,,Alexander Bublik,R,196.0,KAZ,24.5,124014,,LL,Ernesto Escobedo,R,185.0,MEX,25.5,3-6 7-6(5) 6-3 6-3,5,R128,152.0,30.0,11.0,130.0,80.0,69.0,18.0,20.0,7.0,9.0,3.0,5.0,130.0,85.0,60.0,23.0,19.0,7.0,11.0,37.0,1411.0,141.0,497.0
11933,2022-580,Australian Open,Hard,128.0,G,2022-01-17,106,124079,,,Pedro Martinez,R,185.0,ESP,24.7,105643,,,Federico Delbonis,L,193.0,ARG,31.2,7-6(15) 3-6 6-4 6-2,5,R128,238.0,7.0,5.0,142.0,94.0,57.0,28.0,20.0,6.0,11.0,3.0,4.0,144.0,106.0,70.0,11.0,19.0,7.0,13.0,61.0,1001.0,38.0,1347.0
11934,2022-580,Australian Open,Hard,128.0,G,2022-01-17,107,106426,16.0,,Cristian Garin,R,185.0,CHI,25.6,105487,,,Facundo Bagnis,L,183.0,ARG,31.8,6-3 6-4 5-7 6-7(4) 6-3,5,R128,279.0,10.0,7.0,172.0,96.0,70.0,49.0,26.0,6.0,9.0,26.0,4.0,190.0,124.0,85.0,32.0,26.0,11.0,16.0,19.0,2375.0,72.0,868.0
11935,2022-580,Australian Open,Hard,128.0,G,2022-01-17,108,200624,,,Sebastian Korda,R,196.0,USA,21.5,111815,12.0,,Cameron Norrie,L,188.0,GBR,26.4,6-3 6-0 6-4,5,R128,102.0,6.0,5.0,81.0,57.0,44.0,13.0,13.0,3.0,3.0,6.0,2.0,67.0,39.0,24.0,14.0,12.0,5.0,10.0,43.0,1286.0,12.0,2900.0
11936,2022-580,Australian Open,Hard,128.0,G,2022-01-17,109,144895,,,Corentin Moutet,L,180.0,FRA,22.7,106298,,WC,Lucas Pouille,R,185.0,FRA,27.8,3-6 6-3 6-4 6-3,5,R128,171.0,5.0,2.0,122.0,71.0,51.0,26.0,19.0,8.0,11.0,4.0,4.0,114.0,64.0,45.0,23.0,18.0,4.0,10.0,100.0,737.0,160.0,440.0
11937,2022-580,Australian Open,Hard,128.0,G,2022-01-17,110,134868,,,Tallon Griekspoor,R,188.0,NED,25.5,104926,,,Fabio Fognini,R,178.0,ITA,34.6,6-1 6-4 6-4,5,R128,106.0,11.0,1.0,79.0,50.0,41.0,19.0,14.0,2.0,2.0,3.0,4.0,84.0,39.0,26.0,22.0,13.0,8.0,12.0,62.0,1001.0,32.0,1494.0
11938,2022-580,Australian Open,Hard,128.0,G,2022-01-17,111,105807,19.0,,Pablo Carreno Busta,R,188.0,ESP,30.5,144869,,Q,Tomas Martin Etcheverry,R,196.0,ARG,22.5,6-1 6-2 7-6(2),5,R128,127.0,8.0,2.0,89.0,59.0,45.0,18.0,14.0,3.0,4.0,12.0,3.0,84.0,63.0,45.0,2.0,13.0,3.0,8.0,21.0,2305.0,131.0,556.0
11939,2022-580,Australian Open,Hard,128.0,G,2022-01-17,112,207989,31.0,,Carlos Alcaraz,R,183.0,ESP,18.7,126214,,Q,Alejandro Tabilo,L,188.0,CHI,24.6,6-2 6-2 6-3,5,R128,114.0,12.0,3.0,68.0,42.0,33.0,15.0,13.0,0.0,1.0,2.0,3.0,103.0,66.0,35.0,16.0,12.0,9.0,16.0,31.0,1609.0,135.0,518.0
11940,2022-580,Australian Open,Hard,128.0,G,2022-01-17,113,105583,,,Dusan Lajovic,R,183.0,SRB,31.5,105916,,,Marton Fucsovics,R,188.0,HUN,29.9,6-3 4-6 6-1 6-7(6) 6-1,5,R128,203.0,9.0,2.0,133.0,100.0,78.0,15.0,23.0,2.0,4.0,10.0,8.0,155.0,98.0,62.0,29.0,22.0,7.0,14.0,39.0,1346.0,35.0,1457.0
11941,2022-580,Australian Open,Hard,128.0,G,2022-01-17,114,111578,,WC,Stefan Kozlov,R,183.0,USA,23.9,106210,,,Jiri Vesely,L,198.0,CZE,28.5,7-5 6-3 6-4,5,R128,155.0,5.0,7.0,96.0,66.0,52.0,18.0,16.0,4.0,4.0,3.0,4.0,98.0,58.0,45.0,18.0,15.0,5.0,8.0,169.0,401.0,78.0,824.0
11942,2022-580,Australian Open,Hard,128.0,G,2022-01-17,115,126610,7.0,,Matteo Berrettini,R,196.0,ITA,25.7,206909,,,Brandon Nakashima,R,188.0,USA,20.4,4-6 6-2 7-6(5) 6-3,5,R128,190.0,21.0,2.0,129.0,78.0,57.0,30.0,20.0,8.0,9.0,12.0,2.0,117.0,77.0,57.0,19.0,19.0,8.0,11.0,7.0,4568.0,68.0,917.0
11943,2022-580,Australian Open,Hard,128.0,G,2022-01-17,116,100644,3.0,,Alexander Zverev,R,198.0,GER,24.7,127157,,,Daniel Altmaier,R,188.0,GER,23.3,7-6(3) 6-1 7-6(1),5,R128,158.0,14.0,6.0,91.0,65.0,57.0,10.0,16.0,0.0,1.0,1.0,3.0,127.0,73.0,48.0,22.0,15.0,14.0,18.0,3.0,7970.0,87.0,792.0
11944,2022-580,Australian Open,Hard,128.0,G,2022-01-17,117,105357,,,John Millman,R,183.0,AUS,32.5,103852,,,Feliciano Lopez,L,188.0,ESP,40.3,6-1 6-3 4-6 7-5,5,R128,172.0,6.0,0.0,121.0,77.0,55.0,25.0,19.0,5.0,7.0,26.0,5.0,132.0,78.0,57.0,18.0,19.0,15.0,21.0,89.0,788.0,109.0,696.0
11945,2022-580,Australian Open,Hard,128.0,G,2022-01-17,118,105430,,Q,Radu Albot,R,175.0,MDA,32.1,106415,,,Yoshihito Nishioka,L,170.0,JPN,26.3,6-3 6-4 4-6 6-2,5,R128,154.0,7.0,5.0,103.0,66.0,52.0,20.0,19.0,1.0,4.0,3.0,2.0,109.0,66.0,42.0,23.0,18.0,2.0,8.0,124.0,587.0,119.0,610.0
11946,2022-580,Australian Open,Hard,128.0,G,2022-01-17,119,126846,,WC,Aleksandar Vukic,R,188.0,AUS,25.7,144750,30.0,,Lloyd Harris,R,193.0,RSA,24.8,4-6 6-3 7-5 7-6(3),5,R128,175.0,11.0,1.0,142.0,82.0,68.0,36.0,22.0,4.0,5.0,14.0,2.0,134.0,95.0,70.0,21.0,21.0,7.0,9.0,144.0,477.0,33.0,1473.0
11947,2022-580,Australian Open,Hard,128.0,G,2022-01-17,120,124187,23.0,,Reilly Opelka,R,211.0,USA,24.3,104731,,,Kevin Anderson,R,203.0,RSA,35.6,6-3 6-4 7-6(3),5,R128,104.0,23.0,0.0,76.0,56.0,51.0,18.0,16.0,0.0,0.0,11.0,3.0,83.0,53.0,44.0,16.0,15.0,1.0,3.0,29.0,1776.0,97.0,744.0
11948,2022-580,Australian Open,Hard,128.0,G,2022-01-17,121,136440,,,Dominik Koepfer,L,180.0,GER,27.7,126535,,,Carlos Taberner,R,183.0,ESP,24.4,6-1 3-6 6-4 6-1,5,R128,147.0,7.0,5.0,88.0,60.0,47.0,14.0,17.0,2.0,4.0,3.0,6.0,101.0,51.0,35.0,19.0,16.0,3.0,10.0,53.0,1096.0,108.0,707.0
11949,2022-580,Australian Open,Hard,128.0,G,2022-01-17,122,126952,,,Soon Woo Kwon,R,180.0,KOR,24.1,208029,,,Holger Rune,R,188.0,DEN,18.7,3-6 6-4 3-6 6-3 6-2,5,R128,185.0,15.0,10.0,146.0,89.0,65.0,24.0,23.0,6.0,12.0,12.0,8.0,134.0,86.0,60.0,18.0,22.0,7.0,14.0,54.0,1085.0,99.0,742.0
11950,2022-580,Australian Open,Hard,128.0,G,2022-01-17,123,133430,14.0,,Denis Shapovalov,L,185.0,CAN,22.7,111513,,,Laslo Djere,R,188.0,SRB,26.6,7-6(3) 6-4 3-6 7-6(3),5,R128,203.0,13.0,5.0,126.0,71.0,58.0,28.0,22.0,2.0,6.0,6.0,4.0,149.0,91.0,65.0,28.0,21.0,6.0,10.0,14.0,2593.0,51.0,1156.0
11951,2022-580,Australian Open,Hard,128.0,G,2022-01-17,124,128034,10.0,,Hubert Hurkacz,R,196.0,POL,24.9,106078,,,Egor Gerasimov,R,196.0,BLR,29.1,6-2 7-6(3) 6-7(5) 6-3,5,R128,192.0,16.0,2.0,152.0,101.0,72.0,24.0,21.0,8.0,12.0,5.0,5.0,137.0,83.0,60.0,21.0,20.0,7.0,14.0,11.0,3336.0,106.0,714.0
11952,2022-580,Australian Open,Hard,128.0,G,2022-01-17,125,105173,,,Adrian Mannarino,L,180.0,FRA,33.5,105902,,,James Duckworth,R,183.0,AUS,29.9,6-4 2-6 3-6 6-2 6-1,5,R128,188.0,18.0,3.0,129.0,79.0,55.0,24.0,21.0,11.0,17.0,14.0,6.0,137.0,71.0,45.0,30.0,21.0,7.0,15.0,69.0,879.0,49.0,1166.0
11953,2022-580,Australian Open,Hard,128.0,G,2022-01-17,126,111456,,,Mackenzie Mcdonald,R,178.0,USA,26.7,110748,,Q,Nikola Milojevic,R,188.0,SRB,26.5,5-7 6-4 6-3 6-2,5,R128,155.0,7.0,3.0,109.0,63.0,50.0,25.0,20.0,3.0,7.0,1.0,4.0,122.0,79.0,49.0,21.0,19.0,12.0,19.0,55.0,1084.0,139.0,506.0
11954,2022-580,Australian Open,Hard,128.0,G,2022-01-17,127,106234,18.0,,Aslan Karatsev,R,185.0,RUS,28.3,144719,,,Jaume Munar,R,183.0,ESP,24.7,3-6 7-6(1) 6-7(3) 6-4 6-4,5,R128,292.0,7.0,8.0,192.0,110.0,72.0,38.0,27.0,9.0,17.0,6.0,4.0,180.0,126.0,78.0,28.0,26.0,19.0,27.0,15.0,2553.0,71.0,875.0
11955,2022-580,Australian Open,Hard,128.0,G,2022-01-17,128,111575,28.0,,Karen Khachanov,R,198.0,RUS,25.6,106045,,,Denis Kudla,R,180.0,USA,29.4,3-6 6-3 6-2 7-6(2),5,R128,149.0,17.0,2.0,106.0,71.0,62.0,17.0,19.0,4.0,6.0,5.0,2.0,108.0,65.0,44.0,26.0,19.0,7.0,11.0,30.0,1748.0,105.0,714.0
11956,2022-580,Australian Open,Hard,128.0,G,2022-01-17,129,126127,,,Benjamin Bonzi,R,183.0,FRA,25.6,105376,,,Peter Gojowczyk,R,188.0,GER,32.5,6-3 6-3 6-3,5,R128,94.0,21.0,0.0,70.0,46.0,41.0,13.0,14.0,0.0,0.0,11.0,4.0,101.0,51.0,35.0,21.0,13.0,9.0,14.0,63.0,979.0,82.0,802.0
11957,2022-580,Australian Open,Hard,128.0,G,2022-01-17,130,105870,,Q,Yannick Hanfmann,R,193.0,GER,30.1,106423,,WC,Thanasi Kokkinakis,R,193.0,AUS,25.7,6-2 6-3 6-2,5,R128,127.0,4.0,2.0,84.0,50.0,38.0,21.0,13.0,8.0,8.0,6.0,3.0,79.0,44.0,29.0,14.0,12.0,4.0,9.0,126.0,583.0,103.0,726.0
11958,2022-580,Australian Open,Hard,128.0,G,2022-01-17,131,104745,6.0,,Rafael Nadal,L,185.0,ESP,35.6,106218,,,Marcos Giron,R,180.0,USA,28.4,6-1 6-4 6-2,5,R128,109.0,7.0,2.0,72.0,51.0,43.0,13.0,13.0,2.0,2.0,2.0,2.0,74.0,49.0,26.0,13.0,12.0,4.0,9.0,5.0,4875.0,66.0,920.0
11959,2022-580,Australian Open,Hard,128.0,G,2022-01-17,132,144684,,,Alex Molcan,L,178.0,SVK,24.1,126128,,LL,Roman Safiullin,R,185.0,RUS,24.4,6-3 7-6(9) 5-7 7-6(6),5,R128,206.0,4.0,4.0,149.0,111.0,81.0,22.0,23.0,3.0,6.0,12.0,0.0,155.0,108.0,77.0,25.0,22.0,5.0,8.0,74.0,839.0,149.0,455.0
11960,2022-580,Australian Open,Hard,128.0,G,2022-01-17,133,104665,,,Pablo Andujar,R,180.0,ESP,35.9,106000,,LL,Damir Dzumhur,R,175.0,BIH,29.6,6-1 7-5 6-1,5,R128,109.0,0.0,0.0,73.0,62.0,48.0,7.0,13.0,3.0,3.0,1.0,2.0,80.0,55.0,29.0,13.0,13.0,1.0,7.0,83.0,800.0,161.0,429.0
11961,2022-580,Australian Open,Hard,128.0,G,2022-01-17,134,111794,,,Kamil Majchrzak,R,180.0,POL,26.0,104312,,,Andreas Seppi,R,190.0,ITA,37.9,6-1 6-1 7-5,5,R128,95.0,9.0,4.0,78.0,46.0,40.0,18.0,13.0,3.0,3.0,4.0,4.0,81.0,42.0,30.0,14.0,13.0,5.0,11.0,107.0,708.0,101.0,736.0
