,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
14944,2020-580,Australian Open,Hard,128.0,G,2020-01-20,195,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,105147,,WC,Tatsuma Ito,R,180.0,JPN,31.6,6-1 6-4 6-2,5,R64,95.0,16.0,5.0,64.0,46.0,43.0,10.0,13.0,0.0,0.0,9.0,1.0,77.0,50.0,33.0,9.0,12.0,4.0,9.0,2.0,9720.0,146.0,362.0
14945,2020-580,Australian Open,Hard,128.0,G,2020-01-20,196,104745,1.0,,Rafael Nadal,L,185.0,ESP,33.6,105807,27.0,,Pablo Carreno Busta,R,188.0,ESP,28.5,6-1 6-2 6-4,5,R32,98.0,9.0,0.0,62.0,39.0,34.0,18.0,13.0,0.0,0.0,6.0,1.0,63.0,41.0,29.0,7.0,12.0,5.0,10.0,1.0,10235.0,30.0,1422.0
14946,2020-580,Australian Open,Hard,128.0,G,2020-01-20,197,106401,23.0,,Nick Kyrgios,R,193.0,AUS,24.7,111575,16.0,,Karen Khachanov,R,198.0,RUS,23.6,6-2 7-6(5) 6-7(6) 6-7(7) 7-6(8),5,R32,266.0,33.0,4.0,186.0,125.0,102.0,32.0,28.0,3.0,4.0,21.0,5.0,190.0,129.0,104.0,29.0,28.0,3.0,6.0,26.0,1520.0,17.0,1995.0
14947,2020-580,Australian Open,Hard,128.0,G,2020-01-20,198,104792,10.0,,Gael Monfils,R,193.0,FRA,33.3,105208,,Q,Ernests Gulbis,R,190.0,LAT,31.3,7-6(2) 6-4 6-3,5,R32,147.0,9.0,6.0,97.0,67.0,52.0,18.0,16.0,4.0,6.0,9.0,6.0,99.0,57.0,37.0,21.0,15.0,4.0,9.0,10.0,2565.0,256.0,179.0
14948,2020-580,Australian Open,Hard,128.0,G,2020-01-20,199,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.3,126203,29.0,,Taylor Fritz,R,196.0,USA,22.2,6-2 6-4 6-7(5) 6-4,5,R32,170.0,12.0,5.0,134.0,90.0,69.0,24.0,20.0,6.0,7.0,20.0,4.0,122.0,85.0,60.0,17.0,20.0,4.0,9.0,5.0,5890.0,34.0,1335.0
14949,2020-580,Australian Open,Hard,128.0,G,2020-01-20,200,106421,4.0,,Daniil Medvedev,R,198.0,RUS,23.9,200615,,,Alexei Popyrin,R,196.0,AUS,20.4,6-4 6-3 6-2,5,R32,107.0,6.0,3.0,76.0,43.0,33.0,22.0,14.0,1.0,1.0,8.0,7.0,86.0,55.0,37.0,10.0,13.0,3.0,8.0,4.0,5960.0,96.0,585.0
14950,2020-580,Australian Open,Hard,128.0,G,2020-01-20,201,104527,15.0,,Stan Wawrinka,R,183.0,SUI,34.8,104545,19.0,,John Isner,R,208.0,USA,34.7,6-4 4-1 RET,5,R32,65.0,8.0,0.0,46.0,21.0,18.0,16.0,8.0,3.0,3.0,7.0,1.0,49.0,36.0,23.0,5.0,7.0,5.0,8.0,15.0,2045.0,19.0,1860.0
14951,2020-580,Australian Open,Hard,128.0,G,2020-01-20,202,126094,17.0,,Andrey Rublev,R,188.0,RUS,22.2,105676,11.0,,David Goffin,R,180.0,BEL,29.1,2-6 7-6(3) 6-4 7-6(4),5,R32,180.0,14.0,3.0,132.0,82.0,64.0,22.0,21.0,1.0,6.0,11.0,1.0,134.0,80.0,56.0,25.0,21.0,2.0,6.0,16.0,2004.0,11.0,2555.0
14952,2020-580,Australian Open,Hard,128.0,G,2020-01-20,203,100644,7.0,,Alexander Zverev,R,198.0,GER,22.7,104269,,,Fernando Verdasco,L,188.0,ESP,36.1,6-2 6-2 6-4,5,R32,116.0,15.0,3.0,82.0,61.0,47.0,8.0,13.0,4.0,5.0,3.0,2.0,84.0,49.0,27.0,16.0,13.0,4.0,10.0,7.0,3345.0,51.0,1050.0
14953,2020-580,Australian Open,Hard,128.0,G,2020-01-20,204,105815,,,Tennys Sandgren,R,188.0,USA,28.4,105023,,,Sam Querrey,R,198.0,USA,32.2,6-4 6-4 6-4,5,R32,112.0,12.0,4.0,102.0,65.0,50.0,17.0,15.0,12.0,14.0,15.0,5.0,90.0,59.0,42.0,9.0,15.0,3.0,8.0,100.0,573.0,45.0,1100.0
14954,2020-580,Australian Open,Hard,128.0,G,2020-01-20,205,104926,12.0,,Fabio Fognini,R,178.0,ITA,32.6,105550,22.0,,Guido Pella,L,183.0,ARG,29.6,7-6(0) 6-2 6-3,5,R32,129.0,11.0,5.0,95.0,61.0,47.0,19.0,15.0,6.0,8.0,7.0,1.0,87.0,60.0,37.0,13.0,14.0,1.0,6.0,12.0,2310.0,25.0,1585.0
14955,2020-580,Australian Open,Hard,128.0,G,2020-01-20,206,105916,,,Marton Fucsovics,R,188.0,HUN,27.9,126205,,,Tommy Paul,R,185.0,USA,22.6,6-1 6-1 6-4,5,R32,106.0,6.0,1.0,72.0,47.0,36.0,17.0,12.0,4.0,4.0,3.0,3.0,71.0,40.0,25.0,12.0,12.0,8.0,14.0,67.0,827.0,80.0,696.0
14956,2020-580,Australian Open,Hard,128.0,G,2020-01-20,207,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,105357,,,John Millman,R,183.0,AUS,30.6,4-6 7-6(2) 6-4 4-6 7-6(8),5,R32,243.0,16.0,6.0,170.0,111.0,85.0,30.0,27.0,4.0,8.0,11.0,4.0,189.0,118.0,80.0,43.0,27.0,7.0,10.0,3.0,6590.0,47.0,1096.0
14957,2020-580,Australian Open,Hard,128.0,G,2020-01-20,208,105683,32.0,,Milos Raonic,R,196.0,CAN,29.0,126774,6.0,,Stefanos Tsitsipas,R,193.0,GRE,21.4,7-5 6-4 7-6(2),5,R32,150.0,19.0,1.0,97.0,63.0,56.0,20.0,17.0,0.0,0.0,9.0,3.0,106.0,70.0,52.0,18.0,17.0,4.0,6.0,35.0,1305.0,6.0,5375.0
14958,2020-580,Australian Open,Hard,128.0,G,2020-01-20,209,105227,,,Marin Cilic,R,198.0,CRO,31.3,105138,9.0,,Roberto Bautista Agut,R,183.0,ESP,31.7,6-7(3) 6-4 6-0 5-7 6-3,5,R32,250.0,24.0,2.0,149.0,97.0,75.0,28.0,25.0,8.0,10.0,9.0,2.0,168.0,116.0,76.0,27.0,24.0,12.0,19.0,39.0,1205.0,9.0,2630.0
14959,2020-580,Australian Open,Hard,128.0,G,2020-01-20,210,106043,14.0,,Diego Schwartzman,R,170.0,ARG,27.4,105583,24.0,,Dusan Lajovic,R,183.0,SRB,29.5,6-2 6-3 7-6(7),5,R32,133.0,3.0,2.0,95.0,60.0,43.0,17.0,15.0,2.0,6.0,5.0,2.0,86.0,57.0,32.0,12.0,14.0,4.0,11.0,14.0,2130.0,27.0,1516.0
14960,2020-580,Australian Open,Hard,128.0,G,2020-01-20,211,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,106415,,,Yoshihito Nishioka,L,170.0,JPN,24.3,6-3 6-2 6-2,5,R32,85.0,17.0,2.0,62.0,46.0,43.0,11.0,13.0,1.0,1.0,1.0,4.0,74.0,43.0,29.0,12.0,12.0,1.0,6.0,2.0,9720.0,71.0,797.0
14961,2020-580,Australian Open,Hard,128.0,G,2020-01-20,212,104745,1.0,,Rafael Nadal,L,185.0,ESP,33.6,106401,23.0,,Nick Kyrgios,R,193.0,AUS,24.7,6-3 3-6 7-6(6) 7-6(4),5,R16,218.0,12.0,4.0,120.0,78.0,66.0,27.0,21.0,1.0,3.0,25.0,5.0,151.0,113.0,83.0,14.0,21.0,7.0,9.0,1.0,10235.0,26.0,1520.0
14962,2020-580,Australian Open,Hard,128.0,G,2020-01-20,213,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.3,104792,10.0,,Gael Monfils,R,193.0,FRA,33.3,6-2 6-4 6-4,5,R16,110.0,2.0,1.0,70.0,46.0,39.0,18.0,14.0,0.0,0.0,9.0,0.0,104.0,79.0,48.0,12.0,14.0,10.0,14.0,5.0,5890.0,10.0,2565.0
14963,2020-580,Australian Open,Hard,128.0,G,2020-01-20,214,104527,15.0,,Stan Wawrinka,R,183.0,SUI,34.8,106421,4.0,,Daniil Medvedev,R,198.0,RUS,23.9,6-2 2-6 4-6 7-6(2) 6-2,5,R16,205.0,18.0,1.0,138.0,95.0,72.0,22.0,23.0,5.0,8.0,19.0,2.0,143.0,98.0,67.0,25.0,23.0,7.0,11.0,15.0,2045.0,4.0,5960.0
14964,2020-580,Australian Open,Hard,128.0,G,2020-01-20,215,100644,7.0,,Alexander Zverev,R,198.0,GER,22.7,126094,17.0,,Andrey Rublev,R,188.0,RUS,22.2,6-4 6-4 6-4,5,R16,97.0,11.0,3.0,72.0,54.0,49.0,11.0,15.0,0.0,0.0,5.0,5.0,81.0,53.0,41.0,14.0,15.0,4.0,7.0,7.0,3345.0,16.0,2004.0
14965,2020-580,Australian Open,Hard,128.0,G,2020-01-20,216,105815,,,Tennys Sandgren,R,188.0,USA,28.4,104926,12.0,,Fabio Fognini,R,178.0,ITA,32.6,7-6(5) 7-5 6-7(2) 6-4,5,R16,207.0,21.0,2.0,141.0,95.0,69.0,24.0,23.0,5.0,8.0,8.0,3.0,132.0,67.0,52.0,33.0,23.0,0.0,5.0,100.0,573.0,12.0,2310.0
14966,2020-580,Australian Open,Hard,128.0,G,2020-01-20,217,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,105916,,,Marton Fucsovics,R,188.0,HUN,27.9,4-6 6-1 6-2 6-2,5,R16,131.0,5.0,0.0,103.0,63.0,48.0,21.0,17.0,7.0,9.0,1.0,1.0,89.0,42.0,24.0,25.0,16.0,5.0,12.0,3.0,6590.0,67.0,827.0
14967,2020-580,Australian Open,Hard,128.0,G,2020-01-20,218,105683,32.0,,Milos Raonic,R,196.0,CAN,29.0,105227,,,Marin Cilic,R,198.0,CRO,31.3,6-4 6-3 7-5,5,R16,139.0,35.0,3.0,94.0,69.0,55.0,14.0,16.0,4.0,4.0,5.0,3.0,84.0,50.0,38.0,18.0,15.0,5.0,8.0,35.0,1305.0,39.0,1205.0
14968,2020-580,Australian Open,Hard,128.0,G,2020-01-20,219,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,106043,14.0,,Diego Schwartzman,R,170.0,ARG,27.4,6-3 6-4 6-4,5,R16,126.0,8.0,1.0,86.0,55.0,41.0,21.0,15.0,2.0,3.0,1.0,4.0,89.0,50.0,31.0,19.0,14.0,4.0,8.0,2.0,9720.0,14.0,2130.0
14969,2020-580,Australian Open,Hard,128.0,G,2020-01-20,220,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.3,104745,1.0,,Rafael Nadal,L,185.0,ESP,33.6,7-6(3) 7-6(4) 4-6 7-6(6),5,QF,250.0,14.0,4.0,140.0,83.0,65.0,28.0,23.0,5.0,9.0,11.0,3.0,151.0,105.0,72.0,24.0,23.0,5.0,8.0,5.0,5890.0,1.0,10235.0
14970,2020-580,Australian Open,Hard,128.0,G,2020-01-20,221,100644,7.0,,Alexander Zverev,R,198.0,GER,22.7,104527,15.0,,Stan Wawrinka,R,183.0,SUI,34.8,1-6 6-3 6-4 6-2,5,QF,139.0,13.0,1.0,93.0,74.0,56.0,8.0,17.0,3.0,6.0,4.0,5.0,105.0,59.0,41.0,24.0,17.0,8.0,13.0,7.0,3345.0,15.0,2045.0
14971,2020-580,Australian Open,Hard,128.0,G,2020-01-20,222,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,105815,,,Tennys Sandgren,R,188.0,USA,28.4,6-3 2-6 2-6 7-6(8) 6-3,5,QF,211.0,5.0,3.0,171.0,112.0,80.0,31.0,23.0,10.0,14.0,27.0,5.0,150.0,97.0,77.0,24.0,23.0,11.0,13.0,3.0,6590.0,100.0,573.0
14972,2020-580,Australian Open,Hard,128.0,G,2020-01-20,223,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,105683,32.0,,Milos Raonic,R,196.0,CAN,29.0,6-4 6-3 7-6(1),5,QF,169.0,4.0,1.0,101.0,70.0,60.0,15.0,16.0,2.0,2.0,18.0,6.0,128.0,81.0,58.0,20.0,15.0,14.0,16.0,2.0,9720.0,35.0,1305.0
14973,2020-580,Australian Open,Hard,128.0,G,2020-01-20,224,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.3,100644,7.0,,Alexander Zverev,R,198.0,GER,22.7,3-6 6-4 7-6(3) 7-6(4),5,SF,222.0,10.0,4.0,144.0,96.0,74.0,19.0,22.0,9.0,14.0,16.0,3.0,127.0,103.0,70.0,12.0,21.0,5.0,9.0,5.0,5890.0,7.0,3345.0
14974,2020-580,Australian Open,Hard,128.0,G,2020-01-20,225,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,7-6(1) 6-4 6-3,5,SF,138.0,11.0,1.0,102.0,74.0,54.0,15.0,16.0,5.0,7.0,15.0,3.0,104.0,68.0,45.0,15.0,15.0,7.0,11.0,2.0,9720.0,3.0,6590.0
14975,2020-580,Australian Open,Hard,128.0,G,2020-01-20,226,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.3,6-4 4-6 2-6 6-3 6-4,5,F,239.0,9.0,5.0,134.0,87.0,66.0,24.0,24.0,7.0,12.0,13.0,5.0,170.0,108.0,75.0,28.0,23.0,7.0,12.0,2.0,9720.0,5.0,5890.0
24158,2021-580,Australian Open,Hard,128.0,G,2021-02-08,100,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.7,104871,,,Jeremy Chardy,R,188.0,FRA,33.9,6-3 6-1 6-2,5,R128,91.0,9.0,1.0,57.0,43.0,37.0,11.0,12.0,0.0,0.0,3.0,3.0,86.0,51.0,30.0,13.0,12.0,7.0,13.0,1.0,12030.0,61.0,1020.0
24159,2021-580,Australian Open,Hard,128.0,G,2021-02-08,101,126207,,,Frances Tiafoe,R,188.0,USA,23.0,105882,,,Stefano Travaglia,R,185.0,ITA,29.1,7-6(5) 6-2 6-2,5,R128,111.0,6.0,3.0,87.0,47.0,35.0,18.0,14.0,4.0,8.0,8.0,2.0,83.0,56.0,33.0,8.0,14.0,4.0,12.0,64.0,1005.0,60.0,1024.0
24160,2021-580,Australian Open,Hard,128.0,G,2021-02-08,102,124187,,,Reilly Opelka,R,211.0,USA,23.4,104229,,,Yen Hsun Lu,R,180.0,TPE,37.4,6-3 7-6(2) 6-3,5,R128,115.0,18.0,2.0,84.0,53.0,45.0,21.0,15.0,1.0,2.0,3.0,4.0,92.0,65.0,43.0,14.0,15.0,5.0,8.0,38.0,1422.0,1009.0,10.0
24161,2021-580,Australian Open,Hard,128.0,G,2021-02-08,103,126203,27.0,,Taylor Fritz,R,196.0,USA,23.2,105077,,,Albert Ramos,L,188.0,ESP,33.0,7-6(6) 3-6 6-2 7-6(6),5,R128,203.0,11.0,4.0,143.0,81.0,59.0,32.0,21.0,11.0,14.0,6.0,4.0,142.0,94.0,61.0,26.0,20.0,6.0,10.0,31.0,1695.0,46.0,1210.0
24162,2021-580,Australian Open,Hard,128.0,G,2021-02-08,104,104527,17.0,,Stan Wawrinka,R,183.0,SUI,35.8,105155,,,Pedro Sousa,R,180.0,POR,32.7,6-3 6-2 6-4,5,R128,96.0,7.0,2.0,74.0,41.0,36.0,21.0,14.0,0.0,0.0,2.0,5.0,91.0,54.0,35.0,17.0,13.0,9.0,13.0,18.0,2365.0,107.0,701.0
24163,2021-580,Australian Open,Hard,128.0,G,2021-02-08,105,105916,,,Marton Fucsovics,R,188.0,HUN,29.0,117360,,WC,Marc Polmans,R,188.0,AUS,23.7,4-6 6-3 6-1 6-7(3) 6-3,5,R128,252.0,7.0,6.0,151.0,96.0,66.0,31.0,24.0,9.0,14.0,3.0,8.0,160.0,104.0,61.0,25.0,23.0,15.0,24.0,55.0,1072.0,126.0,546.0
24164,2021-580,Australian Open,Hard,128.0,G,2021-02-08,106,144895,,,Corentin Moutet,L,180.0,FRA,21.8,105357,,,John Millman,R,183.0,AUS,31.6,6-4 6-7(4) 3-6 6-2 6-3,5,R128,225.0,1.0,0.0,148.0,117.0,73.0,19.0,24.0,3.0,7.0,3.0,0.0,154.0,98.0,64.0,27.0,24.0,6.0,13.0,71.0,928.0,39.0,1421.0
24165,2021-580,Australian Open,Hard,128.0,G,2021-02-08,107,105683,14.0,,Milos Raonic,R,196.0,CAN,30.1,105948,,,Federico Coria,R,180.0,ARG,28.9,6-3 6-3 6-2,5,R128,95.0,17.0,2.0,70.0,47.0,40.0,17.0,13.0,2.0,2.0,2.0,3.0,98.0,67.0,40.0,14.0,13.0,11.0,16.0,14.0,2630.0,92.0,785.0
24166,2021-580,Australian Open,Hard,128.0,G,2021-02-08,108,200325,,,Emil Ruusuvuori,R,188.0,FIN,21.8,104792,10.0,,Gael Monfils,R,193.0,FRA,34.4,3-6 6-4 7-5 3-6 6-3,5,R128,226.0,4.0,11.0,195.0,136.0,92.0,25.0,25.0,17.0,23.0,13.0,5.0,162.0,102.0,65.0,29.0,24.0,7.0,13.0,86.0,816.0,11.0,2860.0
24167,2021-580,Australian Open,Hard,128.0,G,2021-02-08,109,124079,,,Pedro Martinez,R,185.0,ESP,23.7,106415,,,Yoshihito Nishioka,L,170.0,JPN,25.3,6-7(3) 6-1 6-1 6-1,5,R128,159.0,7.0,1.0,101.0,70.0,49.0,16.0,17.0,8.0,11.0,4.0,1.0,116.0,65.0,32.0,23.0,16.0,10.0,21.0,87.0,810.0,58.0,1062.0
24168,2021-580,Australian Open,Hard,128.0,G,2021-02-08,110,122330,,,Alexander Bublik,R,196.0,KAZ,23.6,105379,,,Aljaz Bedene,R,181.0,SLO,31.5,6-4 7-5 5-7 6-4,5,R128,156.0,41.0,10.0,136.0,89.0,66.0,24.0,22.0,6.0,9.0,15.0,3.0,117.0,74.0,55.0,26.0,22.0,4.0,9.0,45.0,1220.0,57.0,1065.0
24169,2021-580,Australian Open,Hard,128.0,G,2021-02-08,111,105583,23.0,,Dusan Lajovic,R,183.0,SRB,30.6,104660,,Q,Sergiy Stakhovsky,R,193.0,UKR,35.0,5-7 6-4 6-3 5-7 6-4,5,R128,204.0,6.0,5.0,148.0,106.0,71.0,25.0,27.0,6.0,11.0,11.0,5.0,168.0,97.0,66.0,38.0,26.0,10.0,17.0,27.0,1785.0,200.0,332.0
24170,2021-580,Australian Open,Hard,128.0,G,2021-02-08,112,105173,32.0,,Adrian Mannarino,L,180.0,FRA,32.6,110602,,,Dennis Novak,R,183.0,AUT,27.4,6-2 6-4 7-6(2),5,R128,141.0,4.0,1.0,94.0,46.0,39.0,27.0,15.0,6.0,8.0,4.0,3.0,93.0,64.0,42.0,11.0,15.0,3.0,8.0,36.0,1561.0,98.0,752.0
24171,2021-580,Australian Open,Hard,128.0,G,2021-02-08,113,200175,,,Miomir Kecmanovic,R,183.0,SRB,21.4,111794,,,Kamil Majchrzak,R,180.0,POL,25.0,6-2 6-4 6-3,5,R128,104.0,8.0,2.0,78.0,53.0,42.0,15.0,14.0,3.0,3.0,7.0,6.0,95.0,65.0,41.0,13.0,13.0,4.0,9.0,41.0,1353.0,109.0,690.0
24172,2021-580,Australian Open,Hard,128.0,G,2021-02-08,114,202195,,Q,Maxime Cressy,R,201.0,USA,23.7,106121,,LL,Taro Daniel,R,191.0,JPN,28.0,7-6(1) 7-6(3) 6-4,5,R128,147.0,26.0,4.0,91.0,59.0,52.0,21.0,17.0,0.0,1.0,4.0,4.0,129.0,83.0,62.0,18.0,17.0,6.0,8.0,172.0,389.0,118.0,591.0
24173,2021-580,Australian Open,Hard,128.0,G,2021-02-08,115,100644,6.0,,Alexander Zverev,R,198.0,GER,23.8,106218,,,Marcos Giron,R,180.0,USA,27.5,6-7(8) 7-6(5) 6-3 6-2,5,R128,162.0,16.0,4.0,111.0,77.0,67.0,20.0,21.0,2.0,4.0,6.0,8.0,138.0,81.0,63.0,22.0,20.0,9.0,15.0,7.0,5615.0,75.0,889.0
24174,2021-580,Australian Open,Hard,128.0,G,2021-02-08,116,106233,3.0,,Dominic Thiem,R,185.0,AUT,27.4,105062,,,Mikhail Kukushkin,R,183.0,KAZ,33.1,7-6(2) 6-2 6-3,5,R128,160.0,1.0,2.0,75.0,47.0,35.0,17.0,15.0,1.0,4.0,4.0,4.0,127.0,75.0,41.0,21.0,14.0,13.0,20.0,3.0,9125.0,90.0,796.0
24175,2021-580,Australian Open,Hard,128.0,G,2021-02-08,117,136440,,,Dominik Koepfer,L,180.0,GER,26.7,106198,,LL,Hugo Dellien,R,180.0,BOL,27.6,7-5 6-2 6-4,5,R128,104.0,8.0,4.0,79.0,51.0,42.0,17.0,15.0,1.0,2.0,3.0,4.0,100.0,67.0,44.0,14.0,15.0,6.0,11.0,70.0,931.0,112.0,646.0
24176,2021-580,Australian Open,Hard,128.0,G,2021-02-08,118,106401,,,Nick Kyrgios,R,193.0,AUS,25.7,106393,,Q,Frederico Ferreira Silva,L,178.0,POR,25.8,6-4 6-4 6-4,5,R128,119.0,14.0,1.0,69.0,55.0,46.0,8.0,15.0,0.0,2.0,5.0,3.0,115.0,79.0,48.0,16.0,15.0,12.0,17.0,47.0,1190.0,185.0,356.0
24177,2021-580,Australian Open,Hard,128.0,G,2021-02-08,119,200005,29.0,,Ugo Humbert,L,188.0,FRA,22.6,106034,,,Yasutaka Uchiyama,R,183.0,JPN,28.5,6-3 6-4 6-7(3) 6-3,5,R128,166.0,14.0,0.0,122.0,82.0,66.0,26.0,20.0,6.0,6.0,9.0,2.0,120.0,76.0,53.0,27.0,20.0,8.0,11.0,34.0,1671.0,106.0,701.0
24178,2021-580,Australian Open,Hard,128.0,G,2021-02-08,120,105777,18.0,,Grigor Dimitrov,R,191.0,BUL,29.7,105227,,,Marin Cilic,R,198.0,CRO,32.3,6-4 6-2 7-6(5),5,R128,128.0,19.0,2.0,91.0,63.0,52.0,15.0,15.0,3.0,4.0,4.0,2.0,93.0,54.0,42.0,18.0,15.0,6.0,10.0,21.0,2260.0,43.0,1325.0
24179,2021-580,Australian Open,Hard,128.0,G,2021-02-08,121,106109,,WC,Alex Bolt,L,183.0,AUS,28.0,105613,,,Norbert Gombos,R,193.0,SVK,30.4,6-2 6-2 4-6 6-3,5,R128,134.0,11.0,3.0,106.0,67.0,50.0,22.0,18.0,0.0,2.0,7.0,2.0,117.0,85.0,52.0,16.0,17.0,12.0,18.0,166.0,400.0,89.0,797.0
24180,2021-580,Australian Open,Hard,128.0,G,2021-02-08,122,106210,,,Jiri Vesely,L,198.0,CZE,27.5,106293,,Q,Kimmer Coppejans,R,178.0,BEL,27.0,6-4 3-6 6-7(3) 6-3 6-3,5,R128,208.0,22.0,4.0,145.0,100.0,72.0,25.0,25.0,6.0,9.0,18.0,3.0,159.0,108.0,74.0,25.0,24.0,7.0,13.0,68.0,958.0,178.0,368.0
24181,2021-580,Australian Open,Hard,128.0,G,2021-02-08,123,105807,15.0,,Pablo Carreno Busta,R,188.0,ESP,29.5,105453,,,Kei Nishikori,R,178.0,JPN,31.1,7-5 7-6(4) 6-2,5,R128,143.0,12.0,2.0,109.0,78.0,57.0,15.0,16.0,8.0,11.0,3.0,1.0,102.0,68.0,43.0,18.0,16.0,5.0,11.0,16.0,2585.0,42.0,1345.0
24182,2021-580,Australian Open,Hard,128.0,G,2021-02-08,124,133430,11.0,,Denis Shapovalov,L,185.0,CAN,21.8,206173,,,Jannik Sinner,R,191.0,ITA,19.4,3-6 6-3 6-2 4-6 6-4,5,R128,235.0,12.0,9.0,157.0,99.0,74.0,28.0,23.0,17.0,20.0,4.0,4.0,145.0,102.0,68.0,24.0,23.0,5.0,10.0,12.0,2830.0,32.0,1694.0
24183,2021-580,Australian Open,Hard,128.0,G,2021-02-08,125,106071,,Q,Bernard Tomic,R,196.0,AUS,28.3,105216,,,Yuichi Sugita,R,173.0,JPN,32.3,3-6 6-1 4-1 RET,5,R128,86.0,10.0,3.0,75.0,48.0,38.0,9.0,11.0,6.0,7.0,6.0,2.0,65.0,35.0,25.0,13.0,10.0,3.0,7.0,233.0,253.0,104.0,723.0
24184,2021-580,Australian Open,Hard,128.0,G,2021-02-08,126,105902,,,James Duckworth,R,183.0,AUS,29.0,106000,,LL,Damir Dzumhur,R,175.0,BIH,28.7,6-3 6-2 6-4,5,R128,100.0,6.0,1.0,81.0,48.0,34.0,20.0,14.0,1.0,3.0,3.0,6.0,89.0,56.0,38.0,9.0,13.0,9.0,15.0,105.0,721.0,120.0,572.0
24185,2021-580,Australian Open,Hard,128.0,G,2021-02-08,127,200000,20.0,,Felix Auger Aliassime,R,193.0,CAN,20.5,105649,,LL,Cedrik Marcel Stebe,L,183.0,GER,30.3,6-2 6-4 6-2,5,R128,100.0,7.0,2.0,69.0,49.0,37.0,14.0,13.0,0.0,1.0,2.0,1.0,75.0,51.0,32.0,7.0,13.0,3.0,9.0,19.0,2346.0,129.0,539.0
24186,2021-580,Australian Open,Hard,128.0,G,2021-02-08,128,106078,,,Egor Gerasimov,R,196.0,BLR,28.2,105332,25.0,,Benoit Paire,R,196.0,FRA,31.7,6-2 2-6 7-6(5) 7-5,5,R128,192.0,5.0,5.0,160.0,96.0,59.0,30.0,20.0,14.0,21.0,21.0,23.0,152.0,82.0,54.0,26.0,20.0,15.0,23.0,79.0,854.0,29.0,1738.0
24187,2021-580,Australian Open,Hard,128.0,G,2021-02-08,129,106234,,Q,Aslan Karatsev,R,185.0,RUS,27.4,126149,,,Gianluca Mager,R,188.0,ITA,26.1,6-3 6-3 6-4,5,R128,98.0,11.0,3.0,69.0,42.0,37.0,17.0,14.0,1.0,2.0,6.0,2.0,86.0,55.0,36.0,12.0,14.0,6.0,11.0,114.0,642.0,96.0,770.0
24188,2021-580,Australian Open,Hard,128.0,G,2021-02-08,130,124186,,LL,Alexandre Muller,R,183.0,FRA,24.0,106228,,,Juan Ignacio Londero,R,180.0,ARG,27.4,4-6 6-3 6-0 6-3,5,R128,150.0,6.0,3.0,91.0,63.0,44.0,13.0,17.0,0.0,4.0,0.0,7.0,123.0,72.0,40.0,21.0,17.0,2.0,11.0,210.0,305.0,83.0,832.0
24189,2021-580,Australian Open,Hard,128.0,G,2021-02-08,131,106043,8.0,,Diego Schwartzman,R,170.0,ARG,28.4,111200,,Q,Elias Ymer,R,185.0,SWE,24.8,7-6(3) 6-4 2-6 6-2,5,R128,187.0,1.0,4.0,129.0,88.0,52.0,22.0,19.0,11.0,18.0,5.0,6.0,115.0,67.0,41.0,21.0,19.0,5.0,13.0,9.0,3480.0,205.0,314.0
24190,2021-580,Australian Open,Hard,128.0,G,2021-02-08,132,126094,7.0,,Andrey Rublev,R,188.0,RUS,23.3,105870,,,Yannick Hanfmann,R,193.0,GER,29.2,6-3 6-3 6-4,5,R128,102.0,17.0,3.0,77.0,52.0,41.0,12.0,14.0,3.0,4.0,7.0,5.0,107.0,76.0,44.0,16.0,14.0,8.0,13.0,8.0,4429.0,102.0,736.0
24191,2021-580,Australian Open,Hard,128.0,G,2021-02-08,133,106329,,,Thiago Monteiro,L,183.0,BRA,26.6,105413,,,Andrej Martin,R,183.0,SVK,31.3,7-6(6) 6-1 6-2,5,R128,112.0,7.0,0.0,85.0,58.0,40.0,20.0,14.0,2.0,3.0,6.0,4.0,84.0,56.0,31.0,17.0,13.0,3.0,8.0,74.0,894.0,103.0,734.0
